域名,状态,过期日期,剩余天数,备注
eh.uk,registered,08-Jul-2026,240,正常注册
ei.uk,registered,11-Jun-2035,3500,正常注册
ej.uk,registered,29-Sep-2026,323,正常注册
ek.uk,registered,12-Jun-2026,214,正常注册
el.uk,registered,10-Jun-2032,2404,正常注册
em.uk,registered,10-Jun-2032,2404,正常注册
en.uk,registered,10-Jun-2032,2404,正常注册
eo.uk,registered,10-Jun-2032,2404,正常注册
ep.uk,registered,23-Jun-2026,225,正常注册
eq.uk,registered,24-Jul-2026,256,正常注册
er.uk,registered,31-Jul-2026,263,正常注册
es.uk,registered,30-Aug-2026,293,正常注册
et.uk,registered,02-Jul-2026,234,正常注册
eu.uk,registered,10-Jun-2032,2404,正常注册
ev.uk,registered,30-Sep-2027,689,正常注册
ew.uk,registered,02-Jul-2030,1695,正常注册
ex.uk,registered,15-Jun-2026,217,正常注册
ey.uk,registered,12-Jun-2026,214,正常注册
ez.uk,registered,03-Sep-2026,297,正常注册
f0.uk,registered,03-May-2026,174,正常注册
f1.uk,registered,02-Jul-2026,234,正常注册
f2.uk,expiring_soon,22-Jan-2026,73,即将到期（73天）
f3.uk,expiring_soon,28-Jan-2026,79,即将到期（79天）
f4.uk,registered,30-Mar-2026,140,正常注册
f5.uk,registered,30-Oct-2026,354,正常注册
f6.uk,expiring_soon,02-Feb-2026,84,即将到期（84天）
f7.uk,registered,02-Feb-2027,449,正常注册
f8.uk,registered,02-Jul-2026,234,正常注册
f9.uk,registered,27-Sep-2026,321,正常注册
fa.uk,registered,02-Jul-2030,1695,正常注册
fb.uk,registered,25-Nov-2026,380,正常注册
fc.uk,registered,10-Jun-2026,212,正常注册
fd.uk,registered,21-Jul-2026,253,正常注册
fe.uk,registered,10-Jun-2032,2404,正常注册
ff.uk,registered,02-Jul-2026,234,正常注册
fg.uk,registered,10-Jun-2032,2404,正常注册
fh.uk,registered,27-Sep-2026,321,正常注册
fi.uk,suspended,25-Sep-2025,-46,已暂停，可能即将删除
fj.uk,registered,29-Sep-2026,323,正常注册
fk.uk,registered,22-May-2027,558,正常注册
fl.uk,registered,11-Jun-2026,213,正常注册
fm.uk,registered,05-Apr-2026,146,正常注册
fn.uk,registered,02-Jul-2026,234,正常注册
fo.uk,registered,16-Oct-2026,340,正常注册
fp.uk,registered,10-Jun-2032,2404,正常注册
fq.uk,registered,10-Jun-2032,2404,正常注册
fr.uk,registered,17-Aug-2026,280,正常注册
fs.uk,registered,11-Jun-2027,578,正常注册
ft.uk,registered,19-Jun-2026,221,正常注册
fu.uk,registered,31-Oct-2026,355,正常注册
fv.uk,registered,10-Jun-2032,2404,正常注册
fw.uk,registered,10-Jun-2032,2404,正常注册
fx.uk,registered,16-Feb-2026,98,正常注册
fy.uk,registered,10-Jun-2026,212,正常注册
fz.uk,registered,10-Jun-2032,2404,正常注册
g0.uk,registered,03-Jul-2026,235,正常注册
g1.uk,registered,27-Jun-2026,229,正常注册
g2.uk,registered,30-Mar-2026,140,正常注册
g3.uk,registered,19-Nov-2026,374,正常注册
g4.uk,registered,03-Jul-2026,235,正常注册
g5.uk,expiring_soon,30-Oct-2025,-11,即将到期（-11天）
g6.uk,registered,30-Oct-2027,719,正常注册
g7.uk,expiring_soon,23-Jan-2026,74,即将到期（74天）
g8.uk,registered,30-Oct-2026,354,正常注册
g9.uk,expiring_soon,30-Oct-2025,-11,即将到期（-11天）
ga.uk,registered,29-Mar-2026,139,正常注册
gb.uk,registered,24-Jun-2026,226,正常注册
gc.uk,registered,08-Jul-2026,240,正常注册
gd.uk,registered,03-Jul-2030,1696,正常注册
ge.uk,registered,12-Jun-2026,214,正常注册
gf.uk,registered,31-Oct-2026,355,正常注册
gg.uk,registered,10-Jun-2026,212,正常注册
gh.uk,registered,10-Jun-2027,577,正常注册
gi.uk,registered,10-Jun-2032,2404,正常注册
gj.uk,registered,10-Jun-2030,1673,正常注册
gk.uk,registered,10-Jun-2027,577,正常注册
gl.uk,registered,10-Jun-2032,2404,正常注册
gm.uk,registered,08-Jul-2026,240,正常注册
gn.uk,registered,10-Jun-2026,212,正常注册
go.uk,registered,21-Jun-2026,223,正常注册
gp.uk,registered,11-Jun-2026,213,正常注册
gq.uk,registered,13-Jun-2026,215,正常注册
gr.uk,registered,28-Mar-2026,138,正常注册
gs.uk,registered,10-Jun-2032,2404,正常注册
gt.uk,registered,11-Jun-2026,213,正常注册
gu.uk,registered,10-Jul-2029,1338,正常注册
gv.uk,registered,10-Jun-2032,2404,正常注册
gw.uk,registered,10-Jun-2032,2404,正常注册
gx.uk,registered,03-Jul-2026,235,正常注册
gy.uk,registered,10-Jun-2032,2404,正常注册
gz.uk,registered,10-Jun-2032,2404,正常注册
h0.uk,registered,03-May-2026,174,正常注册
h1.uk,registered,24-Jun-2026,226,正常注册
h2.uk,registered,30-Oct-2026,354,正常注册
h3.uk,registered,24-Sep-2026,318,正常注册
h4.uk,registered,30-Oct-2026,354,正常注册
h5.uk,registered,30-Oct-2026,354,正常注册
h6.uk,registered,30-Oct-2026,354,正常注册
h7.uk,registered,30-Oct-2026,354,正常注册
h8.uk,registered,30-Oct-2026,354,正常注册
h9.uk,registered,30-Oct-2026,354,正常注册
ha.uk,registered,11-Jun-2026,213,正常注册
hb.uk,registered,08-Jul-2026,240,正常注册
hc.uk,registered,01-May-2029,1268,正常注册
hd.uk,registered,26-Mar-2027,501,正常注册
he.uk,registered,03-Sep-2026,297,正常注册
hf.uk,registered,22-Jul-2026,254,正常注册
hg.uk,registered,08-Jul-2026,240,正常注册
hh.uk,registered,24-Mar-2027,499,正常注册
hi.uk,registered,10-Jun-2032,2404,正常注册
hj.uk,registered,03-Jul-2026,235,正常注册
hk.uk,registered,18-Aug-2032,2473,正常注册
hl.uk,registered,24-Jun-2026,226,正常注册
hm.uk,registered,18-Sep-2026,312,正常注册
hn.uk,registered,27-Nov-2033,2939,正常注册
ho.uk,registered,10-Jun-2032,2404,正常注册
hp.uk,registered,23-Jun-2026,225,正常注册
hq.uk,registered,24-Mar-2026,134,正常注册
hr.uk,registered,03-Jul-2026,235,正常注册
hs.uk,registered,03-Jul-2030,1696,正常注册
ht.uk,registered,01-Apr-2032,2334,正常注册
hu.uk,registered,10-Jun-2032,2404,正常注册
hv.uk,registered,10-Jun-2032,2404,正常注册
hw.uk,expiring_soon,17-Jan-2026,68,即将到期（68天）
hx.uk,registered,30-Oct-2030,1815,正常注册
hy.uk,registered,04-Oct-2026,328,正常注册
hz.uk,registered,22-Oct-2026,346,正常注册
i0.uk,registered,03-May-2026,174,正常注册
i1.uk,registered,24-Jun-2026,226,正常注册
i2.uk,registered,03-Jul-2027,600,正常注册
i3.uk,expiring_soon,17-Jan-2026,68,即将到期（68天）
i4.uk,registered,30-Oct-2026,354,正常注册
i5.uk,registered,30-Oct-2026,354,正常注册
i6.uk,registered,30-Oct-2027,719,正常注册
i7.uk,registered,30-Oct-2026,354,正常注册
i8.uk,expiring_soon,30-Oct-2025,-11,即将到期（-11天）
i9.uk,registered,05-May-2026,176,正常注册
ia.uk,registered,25-Sep-2029,1415,正常注册
ib.uk,registered,10-Jun-2032,2404,正常注册
ic.uk,registered,12-Jun-2026,214,正常注册
id.uk,registered,30-Nov-2034,3307,正常注册
ie.uk,expiring_soon,22-Dec-2025,42,即将到期（42天）
if.uk,registered,03-Sep-2026,297,正常注册
ig.uk,registered,16-Jun-2026,218,正常注册
ih.uk,registered,11-Oct-2027,700,正常注册
ii.uk,registered,11-Jun-2026,213,正常注册
ij.uk,registered,30-Oct-2030,1815,正常注册
ik.uk,registered,25-Jun-2026,227,正常注册
il.uk,registered,16-Jun-2026,218,正常注册
im.uk,registered,03-Jul-2029,1331,正常注册
in.uk,registered,19-Sep-2026,313,正常注册
io.uk,registered,10-Jun-2026,212,正常注册
ip.uk,registered,19-Sep-2026,313,正常注册
iq.uk,expiring_soon,16-Oct-2025,-25,即将到期（-25天）
ir.uk,registered,10-Jun-2032,2404,正常注册
is.uk,registered,10-Jun-2027,577,正常注册
it.uk,registered,10-Jun-2031,2038,正常注册
iu.uk,registered,21-Sep-2031,2141,正常注册
iv.uk,registered,19-Sep-2026,313,正常注册
iw.uk,registered,10-Jun-2032,2404,正常注册
ix.uk,registered,10-Jun-2032,2404,正常注册
iy.uk,registered,30-Oct-2030,1815,正常注册
iz.uk,registered,30-Oct-2030,1815,正常注册
j0.uk,registered,03-May-2026,174,正常注册
j1.uk,registered,24-Jun-2026,226,正常注册
j2.uk,registered,30-Oct-2026,354,正常注册
j3.uk,expiring_soon,30-Oct-2025,-11,即将到期（-11天）
j4.uk,registered,05-Jul-2026,237,正常注册
j5.uk,registered,21-Dec-2034,3328,正常注册
j6.uk,registered,30-Oct-2026,354,正常注册
j7.uk,registered,09-Dec-2026,394,正常注册
j8.uk,registered,30-Oct-2026,354,正常注册
j9.uk,registered,06-Oct-2026,330,正常注册
ja.uk,registered,10-Jun-2032,2404,正常注册
jb.uk,registered,08-Jul-2026,240,正常注册
jc.uk,registered,30-Oct-2026,354,正常注册
jd.uk,registered,18-Jul-2026,250,正常注册
je.uk,registered,10-Jun-2032,2404,正常注册
jf.uk,registered,19-Aug-2026,282,正常注册
jg.uk,registered,03-Jul-2026,235,正常注册
jh.uk,registered,29-Jan-2035,3367,正常注册
ji.uk,registered,10-Jun-2032,2404,正常注册
jj.uk,registered,21-Jun-2026,223,正常注册
jk.uk,registered,03-Jul-2026,235,正常注册
jl.uk,registered,10-Jun-2032,2404,正常注册
jm.uk,registered,08-Jul-2026,240,正常注册
jn.uk,registered,19-Aug-2026,282,正常注册
jo.uk,registered,05-Aug-2026,268,正常注册
jp.uk,registered,27-Jun-2026,229,正常注册
jq.uk,registered,08-Jul-2026,240,正常注册
jr.uk,expiring_soon,31-Oct-2025,-10,即将到期（-10天）
js.uk,registered,17-Mar-2026,127,正常注册
jt.uk,registered,22-Jul-2026,254,正常注册
ju.uk,registered,08-Jul-2026,240,正常注册
jv.uk,registered,10-Jun-2032,2404,正常注册
jw.uk,registered,17-Sep-2034,3233,正常注册
jx.uk,registered,10-Jun-2032,2404,正常注册
jy.uk,registered,08-Jul-2026,240,正常注册
jz.uk,registered,08-Jul-2026,240,正常注册
k0.uk,registered,03-May-2026,174,正常注册
k1.uk,registered,24-Jun-2026,226,正常注册
k2.uk,registered,04-Jun-2026,206,正常注册
k3.uk,registered,30-Oct-2026,354,正常注册
k4.uk,expiring_soon,30-Oct-2025,-11,即将到期（-11天）
k5.uk,registered,30-Oct-2026,354,正常注册
k6.uk,registered,23-Jan-2027,439,正常注册
k7.uk,registered,30-Oct-2026,354,正常注册
k8.uk,registered,03-Jul-2026,235,正常注册
k9.uk,registered,13-Aug-2026,276,正常注册
ka.uk,registered,10-Jun-2027,577,正常注册
kb.uk,registered,10-Jun-2027,577,正常注册
kc.uk,registered,10-Jun-2026,212,正常注册
kd.uk,registered,19-Aug-2026,282,正常注册
ke.uk,registered,29-Jun-2026,231,正常注册
kf.uk,registered,10-Jun-2032,2404,正常注册
kg.uk,registered,10-Jun-2026,212,正常注册
kh.uk,registered,05-Apr-2035,3433,正常注册
ki.uk,registered,19-Aug-2029,1378,正常注册
kj.uk,registered,19-Aug-2026,282,正常注册
kk.uk,registered,19-Aug-2026,282,正常注册
kl.uk,registered,19-Aug-2026,282,正常注册
km.uk,registered,12-Oct-2031,2162,正常注册
kn.uk,registered,19-Aug-2026,282,正常注册
ko.uk,registered,10-Jun-2032,2404,正常注册
kp.uk,expiring_soon,09-Jan-2026,60,即将到期（60天）
kq.uk,registered,08-Jul-2026,240,正常注册
kr.uk,registered,17-Aug-2026,280,正常注册
ks.uk,expiring_soon,13-Jan-2026,64,即将到期（64天）
kt.uk,registered,11-Sep-2035,3592,正常注册
ku.uk,registered,19-Aug-2026,282,正常注册
kv.uk,registered,19-Aug-2026,282,正常注册
kw.uk,registered,08-Jul-2026,240,正常注册
kx.uk,registered,19-Aug-2026,282,正常注册
ky.uk,registered,10-Jun-2032,2404,正常注册
kz.uk,registered,08-Jul-2026,240,正常注册
l0.uk,registered,03-May-2026,174,正常注册
l1.uk,registered,24-Jun-2026,226,正常注册
l2.uk,registered,12-Feb-2027,459,正常注册
l3.uk,registered,10-Jun-2026,212,正常注册
l4.uk,expiring_soon,30-Oct-2025,-11,即将到期（-11天）
l5.uk,registered,10-Mar-2027,485,正常注册
l6.uk,expiring_soon,30-Oct-2025,-11,即将到期（-11天）
l7.uk,registered,30-Oct-2026,354,正常注册
l8.uk,registered,30-Oct-2026,354,正常注册
l9.uk,registered,30-Oct-2027,719,正常注册
la.uk,registered,10-Jun-2027,577,正常注册
lb.uk,registered,10-Jun-2032,2404,正常注册
lc.uk,registered,10-Jun-2027,577,正常注册
ld.uk,registered,11-Jun-2028,944,正常注册
le.uk,registered,10-Jun-2032,2404,正常注册
lf.uk,registered,25-Jun-2026,227,正常注册
lg.uk,registered,30-Jun-2026,232,正常注册
lh.uk,registered,26-Jun-2026,228,正常注册
li.uk,registered,05-Aug-2026,268,正常注册
lj.uk,registered,10-Jun-2027,577,正常注册
lk.uk,registered,24-Feb-2026,106,正常注册
ll.uk,registered,03-Sep-2026,297,正常注册
lm.uk,registered,31-Jul-2026,263,正常注册
ln.uk,registered,10-Jun-2026,212,正常注册
lo.uk,expiring_soon,07-Dec-2025,27,即将到期（27天）
lp.uk,registered,19-Sep-2026,313,正常注册
lq.uk,registered,08-Jul-2026,240,正常注册
lr.uk,registered,08-Jul-2026,240,正常注册
ls.uk,registered,13-Nov-2030,1829,正常注册
lt.uk,registered,25-Jun-2026,227,正常注册
lu.uk,registered,07-Oct-2026,331,正常注册
lv.uk,registered,12-Jun-2026,214,正常注册
lw.uk,registered,10-Jun-2027,577,正常注册
lx.uk,registered,10-Jun-2032,2404,正常注册
ly.uk,registered,10-Jun-2032,2404,正常注册
lz.uk,registered,08-Jul-2026,240,正常注册
m0.uk,registered,03-May-2026,174,正常注册
m1.uk,registered,10-Feb-2027,457,正常注册
m2.uk,registered,22-Oct-2026,346,正常注册
m3.uk,registered,22-Aug-2027,650,正常注册
m4.uk,registered,29-Mar-2026,139,正常注册
m5.uk,registered,20-Jun-2026,222,正常注册
m6.uk,registered,22-Aug-2027,650,正常注册
m7.uk,registered,09-Nov-2026,364,正常注册
m8.uk,registered,22-Jun-2027,589,正常注册
m9.uk,registered,05-Sep-2026,299,正常注册
ma.uk,registered,13-Sep-2026,307,正常注册
mb.uk,registered,29-Mar-2026,139,正常注册
mc.uk,registered,10-Jun-2026,212,正常注册
md.uk,registered,19-Sep-2026,313,正常注册
me.uk,registered,,,状态未知但已注册
mf.uk,registered,13-Sep-2026,307,正常注册
mg.uk,registered,25-Jun-2026,227,正常注册
mh.uk,registered,10-Jun-2027,577,正常注册
mi.uk,registered,23-Apr-2026,164,正常注册
mj.uk,registered,11-Jun-2026,213,正常注册
mk.uk,registered,24-Jun-2027,591,正常注册
ml.uk,registered,10-Jun-2032,2404,正常注册
mm.uk,registered,31-Oct-2026,355,正常注册
mn.uk,registered,03-Jul-2026,235,正常注册
mo.uk,expiring_soon,10-Jan-2026,61,即将到期（61天）
mp.uk,registered,18-Jun-2026,220,正常注册
mq.uk,registered,08-Jul-2026,240,正常注册
mr.uk,registered,03-Sep-2026,297,正常注册
ms.uk,registered,10-Jun-2032,2404,正常注册
mt.uk,registered,10-Jun-2027,577,正常注册
mu.uk,registered,12-Jun-2026,214,正常注册
mv.uk,registered,19-Aug-2026,282,正常注册
mw.uk,registered,08-Jul-2026,240,正常注册
mx.uk,registered,10-Jun-2032,2404,正常注册
my.uk,registered,10-Jun-2027,577,正常注册
mz.uk,registered,08-Jul-2026,240,正常注册
n0.uk,registered,28-Mar-2030,1599,正常注册
n1.uk,registered,25-Jun-2026,227,正常注册
n2.uk,registered,04-Jul-2026,236,正常注册
n3.uk,registered,19-Jun-2026,221,正常注册
n4.uk,expiring_soon,30-Oct-2025,-11,即将到期（-11天）
n5.uk,registered,30-Oct-2026,354,正常注册
n6.uk,registered,14-Feb-2027,461,正常注册
n7.uk,registered,30-Oct-2026,354,正常注册
n8.uk,registered,14-Feb-2026,96,正常注册
n9.uk,registered,02-Feb-2033,2641,正常注册
na.uk,registered,24-Jun-2026,226,正常注册
nb.uk,registered,11-Apr-2035,3439,正常注册
nc.uk,registered,10-Jun-2026,212,正常注册
nd.uk,registered,10-Mar-2026,120,正常注册
ne.uk,registered,13-Aug-2026,276,正常注册
nf.uk,registered,10-Jun-2026,212,正常注册
ng.uk,registered,10-Jun-2026,212,正常注册
nh.uk,registered,07-Jun-2026,209,正常注册
ni.uk,registered,04-Jul-2026,236,正常注册
nj.uk,registered,19-Aug-2026,282,正常注册
nk.uk,registered,25-Jun-2026,227,正常注册
nl.uk,registered,10-Jun-2032,2404,正常注册
nm.uk,registered,10-Jun-2026,212,正常注册
nn.uk,registered,10-Jun-2026,212,正常注册
no.uk,registered,07-Oct-2026,331,正常注册
np.uk,registered,19-Aug-2026,282,正常注册
nq.uk,registered,08-Jul-2026,240,正常注册
nr.uk,registered,18-Jun-2026,220,正常注册
ns.uk,registered,10-Jun-2032,2404,正常注册
nt.uk,registered,10-Jun-2027,577,正常注册
nu.uk,registered,31-Jul-2026,263,正常注册
nv.uk,registered,10-Jun-2032,2404,正常注册
nw.uk,registered,10-Jun-2032,2404,正常注册
nx.uk,registered,13-Sep-2026,307,正常注册
ny.uk,registered,10-Jun-2031,2038,正常注册
nz.uk,registered,10-Jun-2032,2404,正常注册
o0.uk,registered,03-May-2026,174,正常注册
o1.uk,registered,25-Jun-2026,227,正常注册
o2.uk,registered,10-Jun-2026,212,正常注册
o3.uk,registered,23-Jul-2026,255,正常注册
o4.uk,registered,30-Oct-2026,354,正常注册
o5.uk,registered,30-Oct-2026,354,正常注册
o6.uk,registered,30-Oct-2026,354,正常注册
o7.uk,registered,10-Jun-2026,212,正常注册
o8.uk,registered,30-Oct-2026,354,正常注册
o9.uk,registered,30-Oct-2026,354,正常注册
oa.uk,registered,10-Jun-2027,577,正常注册
ob.uk,registered,10-Jun-2027,577,正常注册
oc.uk,registered,25-Jun-2026,227,正常注册
od.uk,registered,03-Sep-2026,297,正常注册
oe.uk,registered,10-Jun-2027,577,正常注册
of.uk,registered,19-Sep-2026,313,正常注册
og.uk,registered,25-Jun-2026,227,正常注册
oh.uk,registered,10-Jun-2026,212,正常注册
oi.uk,registered,03-Oct-2026,327,正常注册
oj.uk,registered,10-Jun-2032,2404,正常注册
ok.uk,registered,21-Jun-2026,223,正常注册
ol.uk,registered,10-Jun-2027,577,正常注册
om.uk,registered,10-Jun-2026,212,正常注册
on.uk,registered,22-May-2035,3480,正常注册
oo.uk,registered,04-Nov-2026,359,正常注册
op.uk,registered,10-Jun-2027,577,正常注册
oq.uk,registered,08-Jul-2026,240,正常注册
or.uk,registered,10-Jun-2027,577,正常注册
os.uk,registered,10-Jun-2026,212,正常注册
ot.uk,registered,19-Mar-2026,129,正常注册
ou.uk,registered,23-Apr-2026,164,正常注册
ov.uk,registered,03-Sep-2026,297,正常注册
ow.uk,registered,03-Sep-2026,297,正常注册
ox.uk,registered,10-Jun-2032,2404,正常注册
oy.uk,registered,03-Sep-2026,297,正常注册
oz.uk,registered,03-Sep-2026,297,正常注册
p0.uk,registered,03-May-2026,174,正常注册
p1.uk,registered,09-Feb-2027,456,正常注册
p2.uk,registered,12-Sep-2026,306,正常注册
p3.uk,registered,12-Sep-2026,306,正常注册
p4.uk,registered,12-Sep-2026,306,正常注册
p5.uk,registered,04-Jul-2026,236,正常注册
p6.uk,registered,04-Jul-2026,236,正常注册
p7.uk,registered,30-May-2026,201,正常注册
p8.uk,expiring_soon,30-Jan-2026,81,即将到期（81天）
p9.uk,registered,12-Jun-2026,214,正常注册
pa.uk,registered,24-Jun-2026,226,正常注册
pb.uk,registered,10-Jun-2026,212,正常注册
pc.uk,registered,10-Jun-2033,2769,正常注册
pd.uk,registered,19-Aug-2026,282,正常注册
pe.uk,registered,10-Jun-2032,2404,正常注册
pf.uk,registered,13-Sep-2026,307,正常注册
pg.uk,registered,13-Jun-2026,215,正常注册
ph.uk,expiring_soon,31-Oct-2025,-10,即将到期（-10天）
pi.uk,registered,10-Jun-2032,2404,正常注册
pj.uk,registered,10-Jun-2032,2404,正常注册
pk.uk,registered,25-Jun-2026,227,正常注册
pl.uk,registered,27-Aug-2026,290,正常注册
pm.uk,registered,04-Jul-2026,236,正常注册
pn.uk,registered,10-Jun-2027,577,正常注册
po.uk,registered,19-Aug-2026,282,正常注册
pp.uk,registered,24-May-2026,195,正常注册
pq.uk,registered,19-Aug-2026,282,正常注册
pr.uk,registered,19-Sep-2026,313,正常注册
ps.uk,expiring_soon,17-Jan-2026,68,即将到期（68天）
pt.uk,registered,10-Jun-2032,2404,正常注册
pu.uk,registered,10-Jun-2032,2404,正常注册
pv.uk,registered,19-Oct-2026,343,正常注册
pw.uk,registered,08-Jul-2026,240,正常注册
px.uk,registered,22-Apr-2034,3085,正常注册
py.uk,registered,14-Jun-2026,216,正常注册
pz.uk,registered,19-Aug-2026,282,正常注册
q0.uk,registered,03-May-2026,174,正常注册
q1.uk,registered,25-Jun-2026,227,正常注册
q2.uk,expiring_soon,12-Jan-2026,63,即将到期（63天）
q3.uk,registered,12-Mar-2027,487,正常注册
q4.uk,registered,30-Oct-2026,354,正常注册
q5.uk,registered,30-Oct-2026,354,正常注册
q6.uk,registered,30-Oct-2026,354,正常注册
q7.uk,registered,30-Oct-2026,354,正常注册
q8.uk,registered,07-Oct-2027,696,正常注册
q9.uk,registered,30-Oct-2026,354,正常注册
qa.uk,registered,16-Jun-2026,218,正常注册
qb.uk,registered,19-Aug-2026,282,正常注册
qc.uk,registered,10-Jun-2032,2404,正常注册
qd.uk,registered,28-Nov-2026,383,正常注册
qe.uk,registered,10-Jun-2032,2404,正常注册
qf.uk,registered,10-Jun-2032,2404,正常注册
qg.uk,registered,08-Jul-2026,240,正常注册
qh.uk,registered,10-May-2031,2007,正常注册
qi.uk,registered,10-Jun-2032,2404,正常注册
qj.uk,registered,08-Jul-2026,240,正常注册
qk.uk,registered,08-Jul-2026,240,正常注册
ql.uk,registered,08-Jul-2026,240,正常注册
qm.uk,registered,10-Jun-2032,2404,正常注册
qn.uk,registered,08-Jul-2026,240,正常注册
qo.uk,registered,19-Aug-2026,282,正常注册
qp.uk,registered,10-Jun-2032,2404,正常注册
qq.uk,registered,25-Jun-2026,227,正常注册
qr.uk,registered,10-Jun-2032,2404,正常注册
qs.uk,registered,10-Jun-2032,2404,正常注册
qt.uk,registered,10-Jun-2032,2404,正常注册
qu.uk,registered,19-Aug-2026,282,正常注册
qv.uk,registered,08-Jul-2026,240,正常注册
qw.uk,registered,08-Jul-2026,240,正常注册
qx.uk,registered,10-Jun-2027,577,正常注册
qy.uk,registered,08-Jul-2026,240,正常注册
qz.uk,registered,08-Jul-2026,240,正常注册
r0.uk,registered,03-May-2026,174,正常注册
r1.uk,registered,25-Jun-2026,227,正常注册
r2.uk,registered,28-Feb-2026,110,正常注册
r3.uk,registered,30-Oct-2026,354,正常注册
r4.uk,registered,30-Oct-2027,719,正常注册
r5.uk,registered,30-Oct-2026,354,正常注册
r6.uk,registered,30-Oct-2026,354,正常注册
r7.uk,registered,30-Oct-2026,354,正常注册
r8.uk,expiring_soon,25-Nov-2025,15,即将到期（15天）
r9.uk,registered,30-Oct-2026,354,正常注册
ra.uk,registered,10-Jun-2027,577,正常注册
rb.uk,registered,24-Jun-2026,226,正常注册
rc.uk,registered,05-Apr-2035,3433,正常注册
rd.uk,registered,19-Aug-2026,282,正常注册
re.uk,registered,10-Jun-2027,577,正常注册
rf.uk,registered,10-Jun-2032,2404,正常注册
rg.uk,registered,10-Jun-2027,577,正常注册
rh.uk,registered,10-Jun-2026,212,正常注册
ri.uk,registered,10-Jun-2026,212,正常注册
rj.uk,registered,19-Aug-2026,282,正常注册
rk.uk,registered,10-Jun-2027,577,正常注册
rl.uk,registered,03-Oct-2026,327,正常注册
rm.uk,registered,09-May-2026,180,正常注册
rn.uk,registered,25-Jun-2026,227,正常注册
ro.uk,registered,10-Jun-2027,577,正常注册
rp.uk,registered,10-Jun-2027,577,正常注册
rq.uk,registered,10-Jun-2032,2404,正常注册
rr.uk,registered,08-Jul-2026,240,正常注册
rs.uk,registered,21-Jun-2026,223,正常注册
rt.uk,registered,16-Jun-2034,3140,正常注册
ru.uk,registered,10-Jun-2032,2404,正常注册
rv.uk,registered,10-Jun-2032,2404,正常注册
rw.uk,registered,24-Jun-2026,226,正常注册
rx.uk,registered,10-Jun-2032,2404,正常注册
ry.uk,registered,10-Jun-2032,2404,正常注册
rz.uk,registered,08-Jul-2026,240,正常注册
s0.uk,registered,04-Jul-2026,236,正常注册
s1.uk,registered,30-Jun-2026,232,正常注册
s2.uk,registered,03-Jun-2026,205,正常注册
s3.uk,registered,04-Jul-2026,236,正常注册
s4.uk,registered,30-Oct-2027,719,正常注册
s5.uk,registered,30-Oct-2026,354,正常注册
s6.uk,registered,04-Jul-2026,236,正常注册
s7.uk,registered,26-Jan-2027,442,正常注册
s8.uk,registered,15-Aug-2026,278,正常注册
s9.uk,registered,30-Oct-2026,354,正常注册
sa.uk,registered,10-Jun-2027,577,正常注册
sb.uk,registered,10-Jun-2032,2404,正常注册
sc.uk,registered,10-Jun-2032,2404,正常注册
sd.uk,registered,14-Jun-2026,216,正常注册
se.uk,expiring_soon,24-Nov-2025,14,即将到期（14天）
sf.uk,registered,11-Jun-2026,213,正常注册
sg.uk,registered,05-Aug-2026,268,正常注册
sh.uk,registered,08-Jul-2029,1336,正常注册
si.uk,registered,04-Jul-2026,236,正常注册
sj.uk,registered,11-Jun-2030,1674,正常注册
sk.uk,registered,10-Jun-2027,577,正常注册
sl.uk,registered,10-Jun-2032,2404,正常注册
sm.uk,registered,14-Sep-2026,308,正常注册
sn.uk,registered,10-Jun-2026,212,正常注册
so.uk,registered,10-Jun-2032,2404,正常注册
sp.uk,registered,03-Sep-2026,297,正常注册
sq.uk,registered,10-Jun-2027,577,正常注册
sr.uk,registered,14-Aug-2026,277,正常注册
ss.uk,registered,02-May-2026,173,正常注册
st.uk,registered,16-Jun-2026,218,正常注册
su.uk,registered,06-Nov-2030,1822,正常注册
sv.uk,registered,03-Sep-2026,297,正常注册
sw.uk,registered,17-Sep-2026,311,正常注册
sx.uk,expiring_soon,30-Oct-2025,-11,即将到期（-11天）
sy.uk,registered,21-Oct-2026,345,正常注册
sz.uk,registered,10-Jun-2032,2404,正常注册
t0.uk,registered,03-May-2026,174,正常注册
t1.uk,registered,06-Sep-2026,300,正常注册
t2.uk,suspended,23-Sep-2025,-48,已暂停，可能即将删除
t3.uk,registered,04-Oct-2026,328,正常注册
t4.uk,registered,30-Oct-2026,354,正常注册
t5.uk,registered,05-Jul-2026,237,正常注册
t6.uk,registered,30-Oct-2026,354,正常注册
t7.uk,registered,23-Jul-2026,255,正常注册
t8.uk,registered,30-Oct-2026,354,正常注册
t9.uk,registered,30-Oct-2026,354,正常注册
ta.uk,registered,03-Sep-2026,297,正常注册
tb.uk,registered,16-Jun-2034,3140,正常注册
tc.uk,registered,11-Aug-2029,1370,正常注册
td.uk,registered,20-Feb-2027,467,正常注册
te.uk,registered,05-Jul-2026,237,正常注册
tf.uk,registered,10-Jun-2027,577,正常注册
tg.uk,registered,10-Jun-2026,212,正常注册
th.uk,registered,03-Sep-2026,297,正常注册
ti.uk,registered,08-Oct-2026,332,正常注册
tj.uk,registered,03-Sep-2026,297,正常注册
tk.uk,registered,19-Aug-2026,282,正常注册
tl.uk,registered,19-Aug-2026,282,正常注册
tm.uk,registered,10-Jun-2032,2404,正常注册
tn.uk,registered,19-Aug-2026,282,正常注册
